Id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
385,"Purepet Ocean Fish Adult Dry Cat Food, 1.2kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71N9qXb6rCL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Adult-Food-Ocean-Fish/dp/B075B1JNWV/ref=sr_1_2?qid=1679214629&s=pet-supplies&sr=1-2,4.2,"14,162",₹179,₹239
386,"Purepet Mackerel Adult Dry Cat Food, 1.2 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71CZOKVVeVL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Mackerel-Adult-Cat-Food/dp/B07DVHCPQ5/ref=sr_1_3?qid=1679214629&s=pet-supplies&sr=1-3,4.2,"10,211",₹185,₹239
387,"Drools Chicken and Egg Adult Dry Dog Food, 3 kg with Free 1.2 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71NrhVNqHhL._AC_UL320_.jpg,https://www.amazon.in/Drools-Chicken-Adult-Food-Free/dp/B07HBMB3WW/ref=sr_1_4?qid=1679214629&s=pet-supplies&sr=1-4,4.2,"13,418",₹615,₹699
388,"Pedigree Adult Dry Dog Food, Chicken & Vegetables Flavour, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61Gm70FJSxL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Adult-Food-Chicken-Vegetables/dp/B00LHS8I3A/ref=sr_1_5?qid=1679214629&rdc=1&s=pet-supplies&sr=1-5,4.4,"19,718",₹696,₹810
389,"Pedigree Adult Wet Dog Food, Chicken and Liver Chunks Flavour in Gravy with Vegetables, 15 Pouches (15 x 70g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61AVZoaBbXL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Adult-Chicken-Liver-Chunks/dp/B0849982T8/ref=sr_1_6?qid=1679214629&s=pet-supplies&sr=1-6,4.5,"11,543",₹660,₹750
390,"Pedigree Puppy Dry Dog Food, Chicken & Milk, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61IUJIyK2yL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Puppy-Food-Chicken-Milk/dp/B00LHS8MX6/ref=sr_1_7?qid=1679214629&rdc=1&s=pet-supplies&sr=1-7,4.4,"20,75",₹646,₹760
391,"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/6140NhEjjiL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Calcium-Bone-Supplement/dp/B07JQJFCS2/ref=sr_1_8?qid=1679214629&s=pet-supplies&sr=1-8,4.2,"8,856",₹391,₹460
392,"Drools Chicken and Egg Puppy Dry Dog Food, 3kg with Free 1.2kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71ZTpFAClLL._AC_UL320_.jpg,https://www.amazon.in/Drools-Chicken-Puppy-Food-Free/dp/B07HBFY5VJ/ref=sr_1_9?qid=1679214629&s=pet-supplies&sr=1-9,4.0,"10,007",₹594,₹699
393,"Drools Optimum Performance Adult Dry Dog Food, Chicken Flavor, 10kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71PKpcLG-3L._AC_UL320_.jpg,https://www.amazon.in/Drools-Optimum-Performance-Adult-Food/dp/B019K89WTC/ref=sr_1_10?qid=1679214629&rdc=1&s=pet-supplies&sr=1-10,4.3,"5,978","₹1,231","₹1,499"
394,"Drools Adult(+1 year) Dry Cat Food, Ocean Fish, 3 kg + 1.2 kg Free",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71Nhcr5zIfL._AC_UL320_.jpg,https://www.amazon.in/Drools-Adult-Food-Ocean-Fish/dp/B07MH3Z3WH/ref=sr_1_11?qid=1679214629&s=pet-supplies&sr=1-11,4.1,"5,18",₹764,₹899
395,"Pedigree Puppy Wet Dog Food, Chicken in Gravy with Vegetables, 15 Pouches (15 x 70g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61h4IFyLZDL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Puppy-Chicken-Chunks-Gravy/dp/B08499CRPF/ref=sr_1_12?qid=1679214629&s=pet-supplies&sr=1-12,4.5,"8,057",,₹525
396,"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81HvmPl+2oS._AC_UL320_.jpg,https://www.amazon.in/Purepet-Clumping-Lavender-Fragrance-Multiple/dp/B098K5J2P9/ref=sr_1_13?qid=1679214629&s=pet-supplies&sr=1-13,3.6,"1,063",₹281,₹320
397,"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/717WiuxL2XL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Adult-Food-Chicken-Vegetable/dp/B075PHPK27/ref=sr_1_14?qid=1679214629&rdc=1&s=pet-supplies&sr=1-14,4.0,"6,28","₹2,023","₹2,299"
398,"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71fsINi8fRL._AC_UL320_.jpg,https://www.amazon.in/Drools-Adult-Chicken-Chunks-Pouches/dp/B0895LGTBJ/ref=sr_1_15?qid=1679214629&s=pet-supplies&sr=1-15,4.2,"5,203",₹714,₹840
399,"Whiskas Adult Dry Cat Food (1+ Years), Ocean Fish Flavour, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61tJAIhYFYL._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Adult-Food-Ocean-flavour/dp/B00LHULUTM/ref=sr_1_16?qid=1679214629&rdc=1&s=pet-supplies&sr=1-16,4.5,"8,985",₹901,"₹1,060"
400,"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61T8dZV5-cL._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Kitten-months-Ocean-Flavour/dp/B07WJNGBSP/ref=sr_1_17?qid=1679214629&rdc=1&s=pet-supplies&sr=1-17,4.5,"14,417","₹1,003","₹1,180"
401,Pet Pattern Advance Cat Litter 10 KGS Litter 99.99% Dust Free,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71zgyrMjJ7L._AC_UL320_.jpg,https://www.amazon.in/Pattern-Advance-Litter-99-99-Dust/dp/B0BB9N3B61/ref=sr_1_18?qid=1679214629&s=pet-supplies&sr=1-18,4.1,528,₹666,"₹1,598"
402,"Whiskas Adult Wet Cat Food (1+Years), Salmon in Gravy Flavour, 12 Pouches (12 x 85g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61daAb0Hv2L._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Adult-Salmon-Flavour-Pouches/dp/B09JGHD54D/ref=sr_1_19?qid=1679214629&s=pet-supplies&sr=1-19,4.5,"2,811",₹432,₹480
403,"Whiskas Kitten Wet Cat Food (2-12 Months), Tuna in Jelly Flavour, 12 Pouches (12 x 85g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61Nc+nz2CuL._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Kittens-Months-Flavour-Pouches/dp/B09JGKJ7QF/ref=sr_1_20?qid=1679214629&s=pet-supplies&sr=1-20,4.4,516,₹432,₹480
404,"Purepet Tuna and Salmon Adult Cat Food, 6 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71lI3wiQ-OL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Tuna-Salmon-Adult-Food/dp/B0BMGP6N59/ref=sr_1_21?qid=1679214629&s=pet-supplies&sr=1-21,4.2,"2,027",₹849,₹999
405,"Meat Up Kitten(1-12 months) Dry Cat Food, Ocean Fish, 1.2kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71PgHeI5xGL._AC_UL320_.jpg,https://www.amazon.in/Meat-Up-Kitten-Food-Free/dp/B07PWG6PMJ/ref=sr_1_22?qid=1679214629&s=pet-supplies&sr=1-22,4.1,"7,169",₹432,₹450
406,"Meat Up Munchy Sticks, Chicken Flavour, Dog Treats For All Life Stages, 400g (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71A47+7BG5L._AC_UL320_.jpg,https://www.amazon.in/Meat-Up-Munchy-Chicken-Flavour/dp/B07YD19Q12/ref=sr_1_23?qid=1679214629&s=pet-supplies&sr=1-23,4.2,"7,503",₹237,₹249
407,"Pedigree Dentastix Oral Care Treats for Medium Breed Adult Dogs (10-25 kg), Bacon Flavor, 28 Sticks, 720 g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61hB1pz8ceL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Dentastix-Medium-10-25kg-Monthly/dp/B01BBXRK7K/ref=sr_1_24?qid=1679214629&rdc=1&s=pet-supplies&sr=1-24,4.5,"7,332",,₹800
408,"BarkButler x FOFOS Poop Bag Refills, Biodegradable Dog Poop Bags (Pack of 8) (136 Bags)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81R2zsd8jjL._AC_UL320_.jpg,https://www.amazon.in/BarkButler-FOFOS-Poop-Refills-Biodegradable/dp/B08R22HTTB/ref=sr_1_97?qid=1679214631&s=pet-supplies&sr=1-97,4.4,650,,₹399
409,"LIVEONCE Safest Round Organic Bird nest Purely Handmade Sparrow/Small Birds, Material Type -Coir,Color -Brown, Set of 2 -...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81VgZ9hSQ0L._AC_UL320_.jpg,https://www.amazon.in/LIVEONCE-Safest-Organic-Handmade-Sparrow/dp/B085XBZ2J2/ref=sr_1_98?qid=1679214631&s=pet-supplies&sr=1-98,3.8,"3,706",₹219,₹399
410,"Vivaldis Endewor Natural Enzyme & Probiotic Based De-wormer for Dogs & Cats, Kills & Expels Parasites - 1X10 Tablets",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/511QY7Po+IL._AC_UL320_.jpg,https://www.amazon.in/Vivaldis-Endewor-Natural-Deworming-Supplement/dp/B01C72NYE2/ref=sr_1_99?qid=1679214631&s=pet-supplies&sr=1-99,3.9,"1,536",₹200,₹230
411,"VI-FI Forte 1.34ml : Spot On for Prevention & Treatment of Fleas, Ticks and Chewing lice infestation for Dogs Weighing fro...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61M4uVJtDoL._AC_UL320_.jpg,https://www.amazon.in/Vivaldis-Vi-Fi-Forte-10-20-Infestation/dp/B01FAWSMPC/ref=sr_1_100?qid=1679214631&s=pet-supplies&sr=1-100,4.1,"1,024",₹280,₹300
412,"Foodie Puppies Pet Massage Rubber Bath Glove for Dogs, Cats, Rabbit, & Hamster | Grooming Shampoo Washing Soothing Bristle...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/718o4rL38HL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Shampoo-Colour-Bathing/dp/B076FPGHQX/ref=sr_1_101?qid=1679214631&s=pet-supplies&sr=1-101,4.0,"5,355",₹149,₹299
413,"Purepet Sea Food Adult Cat Food, 6 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71sXSnuTbwL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Sea-Food-Adult-Cat/dp/B0BMGN18G1/ref=sr_1_102?qid=1679214631&s=pet-supplies&sr=1-102,4.2,"1,659",₹849,₹999
414,"ZOIVANE Potty Training Spray for Puppy - 200ml | Potty Training, Dog Potty Training Spray, Potty Training Spray, Indoor Us...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51g7468jfRL._AC_UL320_.jpg,https://www.amazon.in/ZOIVANE-Potty-Training-Spray-Puppy/dp/B0B24RX3VW/ref=sr_1_103?qid=1679214631&s=pet-supplies&sr=1-103,3.2,602,₹339,₹400
415,"Foodie Puppies Anti-Bacterial Grooming Wet Pet Wipes for Dogs, Puppies & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61nkFZtWo6L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Wipes-Fresh-Apple/dp/B07T12S25N/ref=sr_1_104?qid=1679214631&s=pet-supplies&sr=1-104,4.3,"1,819",₹220,₹499
416,"The Pets Company Pet Massage Rubber Bath Glove for Dogs, Cats, Rabbit, & Hamster | Grooming Shampoo Washing Soothing Rubbe...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61rpRN0K6nL._AC_UL320_.jpg,https://www.amazon.in/Pets-Company-Rubber-Deshedding-Bath/dp/B07CNSR3VG/ref=sr_1_105?qid=1679214631&s=pet-supplies&sr=1-105,4.0,"2,127",,₹110
417,The Pets Company Durable Cat Litter Scooper,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51N3wIpU-jL._AC_UL320_.jpg,https://www.amazon.in/Pets-Company-Cat-Litter-Scooper/dp/B07ZYTRV8R/ref=sr_1_106?qid=1679214631&s=pet-supplies&sr=1-106,4.3,"1,716",,₹110
418,"Boltz Anti Tick & Flea Dog Shampoo with Neem,Lemongrass & Tulsi-200 ml with Bath Brush Free (Brush Colour May Vary) Pack Of 1",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61AdBexMyPL._AC_UL320_.jpg,https://www.amazon.in/Boltz-Shampoo-Lemongrass-Tulsi-200-Brush/dp/B08MQ42DZN/ref=sr_1_107?qid=1679214631&s=pet-supplies&sr=1-107,4.0,"2,044",₹299,₹399
419,"Dogz & Dudez Natural Neem Shield Tick & Flea Repellent Spray for dogs 200ml | For Labrador, German Shepherd, Puppies, Adul...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61Gplye9oVL._AC_UL320_.jpg,https://www.amazon.in/Dogz-Dudez-Repellent-Proprietary-Lemongrass/dp/B07YG9FHHK/ref=sr_1_108?qid=1679214631&s=pet-supplies&sr=1-108,3.9,"3,202",₹345,₹399
420,"Drools Absolute Skin + Coat Tablet- Dog Supplement, 50 Pieces",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61VjY1n8NUL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Skin-Tablet-Supplement/dp/B01IEXX58S/ref=sr_1_109?qid=1679214631&s=pet-supplies&sr=1-109,4.2,"2,922",₹225,₹265
421,"Let's Bite Active Kitten Dry Cat Food, Fish Flavor, 400gm (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71zkKza2VqL._AC_UL320_.jpg,https://www.amazon.in/Lets-Bite-Active-Kitten-Months/dp/B07W5N6N6N/ref=sr_1_110?qid=1679214631&s=pet-supplies&sr=1-110,4.1,"3,648",₹185,₹199
422,"Drools Absolute Skin + Coat Tablet- Dog Supplement, 110 Pcs/400gm",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61KwmQe8dLL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Skin-Tablet-Supplement/dp/B01IEXX5HE/ref=sr_1_111?qid=1679214631&s=pet-supplies&sr=1-111,4.3,"2,241",₹446,₹525
423,"Dog Shampoo & Puppy Shampoo - Naturally Organic Dog Shampoo for Smelly Dogs Grooming Products for Dogs, Deshedding Shampoo...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/615jTsuszSL._AC_UL320_.jpg,https://www.amazon.in/Dog-Shampoo-Puppy-Naturally-Deshedding/dp/B09CV7MXFL/ref=sr_1_112?qid=1679214631&s=pet-supplies&sr=1-112,3.9,"1,02",₹189,₹598
424,QIQI® Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristles B...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41pnFuyp-JL._AC_UL320_.jpg,https://www.amazon.in/Scrubber-Dispenser-Shedding-Silicone-Multicolor/dp/B09Z68ZF8F/ref=sr_1_113?qid=1679214631&s=pet-supplies&sr=1-113,4.1,226,₹199,₹599
425,"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71yGxf4dChL._AC_UL320_.jpg,https://www.amazon.in/Meat-Up-Adult-Year-Ocean/dp/B08519MQ71/ref=sr_1_114?qid=1679214631&s=pet-supplies&sr=1-114,4.2,"1,708",,₹499
426,"Whiskas Tasty Mix Adult (1+ year) Wet Cat Food Made With Real Fish, Chicken With Tuna And Carrot in Gravy, 70g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51BwRDaSE4L._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Adult-Tasty-Chicken-Carrot/dp/B0928PQC2D/ref=sr_1_115?qid=1679214631&rdc=1&s=pet-supplies&sr=1-115,4.4,"1,07",₹840,"₹1,200"
427,"Foodie Puppies Anti-Bacterial Pet Wet Wipes for Dogs, Puppies, & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 Wipes |(...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/716WunDd3pL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Wipes-Fresh-Apple/dp/B088PWQ9XB/ref=sr_1_116?qid=1679214631&s=pet-supplies&sr=1-116,4.3,465,₹399,₹998
428,Foodie Puppies Siphon Pump for Aquarium/Fish Tank Cleaning Tool Without Valve Algae Scrapers & Fish Tank Gravel Cleaner -...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51y-A6+Ag9L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Aquarium-Cleaner-Changer/dp/B07B1ZFFMQ/ref=sr_1_117?qid=1679214631&s=pet-supplies&sr=1-117,4.0,"3,321",₹180,₹399
429,"MS Pet House Rawhide Dog Chew Bone For Young Dogs, Beef Flavor (3 Inches Pack of 36 Bones)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61wFUpTwCGL._AC_UL320_.jpg,https://www.amazon.in/Petcare-Rawhide-Chew-Inches-Bones/dp/B08BZXHHDD/ref=sr_1_118?qid=1679214631&s=pet-supplies&sr=1-118,4.3,"1,447",₹464,"₹1,099"
430,"Royal Canin Persian Chicken Pellet, house-cats, Adult 40, 2 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61aAresDrTL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Persian-Adult-30/dp/B000T5N94A/ref=sr_1_119?qid=1679214631&s=pet-supplies&sr=1-119,4.5,"9,296","₹2,070","₹2,300"
431,"Pedigree PRO Adult Dry Dog Food for Large Breed Active Dog, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81uLWqi+o+L._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Expert-Nutrition-Active-Onwards/dp/B077NDXD8P/ref=sr_1_120?qid=1679214631&rdc=1&s=pet-supplies&sr=1-120,4.4,"2,318","₹1,044","₹1,160"
432,"LIVEONCE Pure Nest Bird House Purely Handmade, Type -Coir, Color -Brown, Size,Set of 2 (Medium)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71btqoK84mL._AC_UL320_.jpg,https://www.amazon.in/LIVEONCE-Purely-Handmade-Hanging-Rings-Natural/dp/B084SW64W7/ref=sr_1_553?qid=1679214638&s=pet-supplies&sr=1-553,4.0,"2,324",₹285,₹599
433,"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71u1EMn8RUL._AC_UL320_.jpg,https://www.amazon.in/VETMOC-Cleaning-Slicker-Grooming-Shedding/dp/B0BHHZ492S/ref=sr_1_554?qid=1679214638&s=pet-supplies&sr=1-554,4.3,13,₹299,₹599
434,"Hallofeed Special Blood Worms Dry Food For Fish of All Life Stages, 55gms",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61URlW6ysWL._AC_UL320_.jpg,https://www.amazon.in/Hellopets-Special-Blood-Worms-Gms/dp/B07S5T7JCJ/ref=sr_1_555?qid=1679214638&s=pet-supplies&sr=1-555,4.4,771,₹469,₹900
435,"PUPPEE Pet Training Pads For Dogs, Cats, Puppies & Pets, Super Absorbent Urine Mats | Poop & Pee Trainer | Potty Pads, Pet...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71P7M3rxVcL._AC_UL320_.jpg,https://www.amazon.in/PupPee-Training-Absorbent-Slippery-60X45cm/dp/B0859C3KBH/ref=sr_1_556?qid=1679214638&s=pet-supplies&sr=1-556,4.1,878,₹601.40,₹700
436,"Gnawlers Calcium Chicken Stick for Dogs of All Life Stages, 270 G",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/717QFPZ3nfL._AC_UL320_.jpg,https://www.amazon.in/Goofy-Tails-Gnawlers-Calcium-Chicken/dp/B076Y4KS89/ref=sr_1_557?qid=1679214638&s=pet-supplies&sr=1-557,4.2,366,₹299,₹310
437,"Royal Canin Intense Beauty Gravy Adult Cat Seafood, 85g (12 Pack)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71Vsq8hq60L._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Intense-Beauty-Food/dp/B003Y3ZL0O/ref=sr_1_558_mod_primary_new?qid=1679214638&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-558,4.3,585,"₹1,160","₹1,380"
438,"24x7 eMall 4 Way Automatic Fish Feeder, Food Dispenser, 200ML Large Capacity Timer Plastic Feeder For Aquarium Fish Tank A...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51BnYxzbfBL._AC_UL320_.jpg,https://www.amazon.in/24x7-eMall-Automatic-Dispenser-Settings/dp/B09Y8T4QWR/ref=sr_1_559?qid=1679214638&s=pet-supplies&sr=1-559,4.2,60,"₹1,199","₹3,999"
439,Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31opD4BKchL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Professional-Lockable-Grooming/dp/B09MFCVW6L/ref=sr_1_560?qid=1679214638&s=pet-supplies&sr=1-560,3.7,41,₹185,₹399
440,"Royal Canin Pug Adult Dry Dog Food, Meat Flavor, 3 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51ZkHOvkuuL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Pug-Adult-Dog-Food/dp/B0082A17QQ/ref=sr_1_561?qid=1679214638&s=pet-supplies&sr=1-561,4.4,321,"₹2,745","₹3,230"
441,PetCrux® Exclusive Cat Litter Tray Multicolor Litter Tray,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/517hTRBEKCL._AC_UL320_.jpg,https://www.amazon.in/PetCrux%C2%AE-Exclusive-Cat-Litter-Tray/dp/B07YDW92CB/ref=sr_1_562?qid=1679214638&s=pet-supplies&sr=1-562,4.4,956,₹299,"₹2,999"
442,"Purepet Chicken and Milk Adult Dry Dog Food, 1.1 kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71tqjlY1dyL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Chicken-Milk-Adult-Food/dp/B07DVLD89Q/ref=sr_1_563?qid=1679214638&s=pet-supplies&sr=1-563,4.0,"1,678",,₹359
443,Futurekart Cat Harness Leash Nylon Set for Cat Rabbit Kitten and Small Pet Nylon Harness Strap Collar /Cat Training Leash ...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61DmDUL8vsL._AC_UL320_.jpg,https://www.amazon.in/Futurekart-Harness-Leash-Nylon-Small/dp/B07VRMKHCX/ref=sr_1_564?qid=1679214638&s=pet-supplies&sr=1-564,3.7,"1,322",₹179,₹699
444,Qpets® 3 Way Automatic Fish Feeder for Aquarium Timer Turtle Food Fish Tank Accessories Aquarium Auto Feeder Fish for Mari...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61mtWoJecTL._AC_UL320_.jpg,https://www.amazon.in/Charger-Automatic-Accessories-Aquarium-Aquariums/dp/B09G64WR3X/ref=sr_1_565?qid=1679214638&s=pet-supplies&sr=1-565,4.0,324,"₹1,246","₹1,988"
445,"Royal Canin Maxi Puppy 10 kg Dry Dog Food, Chicken",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61va5Pe8DNL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Taily-Affairs-Puppy/dp/B07TRNNGS4/ref=sr_1_566_mod_primary_new?qid=1679214638&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-566,4.3,132,"₹6,785","₹8,000"
446,"Canine Creek Adult Dry Dog Food, Chicken Flavor, Ultra Premium - 1.2 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/719Qkn7izoL._AC_UL320_.jpg,https://www.amazon.in/Canine-Creek-Adult-Food-Ultra/dp/B07JDY75XG/ref=sr_1_567?qid=1679214638&s=pet-supplies&sr=1-567,4.2,305,₹519,₹590
447,HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41uYn+xo-rL._AC_UL320_.jpg,https://www.amazon.in/HUDACRUSH-Scrubber-Dispenser-Shedding-Multicolor/dp/B0BSL8S5F5/ref=sr_1_568?qid=1679214638&s=pet-supplies&sr=1-568,5.0,3,₹129,₹499
